Feed_Temperature_K,Feed_Pressure_atm,Feed_MassFlow_kg_s,Heater_Duty_kW,Vapor_Flow_kg_s,Liquid_Flow_kg_s
332,1.0,5.0,81.7218168567528,0.0,5.0
332,1.5,1.0,81.7218168567528,0.0,1.0
332,1.5,2.0,81.7218168567528,0.0,2.0
332,1.5,3.0,81.7218168567528,0.0,3.0
332,1.5,4.0,81.7218168567528,0.0,4.0
332,1.5,5.0,81.7218168567528,0.0,5.0
332,2.0,1.0,81.7218168567528,0.0,1.0
332,2.0,2.0,81.7218168567528,0.0,2.0
332,2.0,3.0,81.7218168567528,0.0,3.0
332,2.0,4.0,81.7218168567528,0.0,4.0
332,2.0,5.0,81.7218168567528,0.0,5.0
332,2.5,1.0,81.7218168567528,0.0,1.0
332,2.5,2.0,81.7218168567528,0.0,2.0
332,2.5,3.0,81.7218168567528,0.0,3.0
332,2.5,4.0,81.7218168567528,0.0,4.0
332,2.5,5.0,81.7218168567528,0.0,5.0
332,3.0,1.0,81.7218168567528,0.0,1.0
332,3.0,2.0,81.7218168567528,0.0,2.0
332,3.0,3.0,81.7218168567528,0.0,3.0
332,3.0,4.0,81.7218168567528,0.0,4.0
332,3.0,5.0,81.7218168567528,0.0,5.0
334,1.0,1.0,81.7218168567528,0.06784589655342954,0.9321541077002767
334,1.0,2.0,81.7218168567528,0.0,2.0
334,1.0,3.0,81.7218168567528,0.0,3.0
334,1.0,4.0,81.7218168567528,0.0,4.0
334,1.0,5.0,81.7218168567528,0.0,5.0
334,1.5,1.0,81.7218168567528,0.0,1.0
334,1.5,2.0,81.7218168567528,0.0,2.0
334,1.5,3.0,81.7218168567528,0.0,3.0
334,1.5,4.0,81.7218168567528,0.0,4.0
334,1.5,5.0,81.7218168567528,0.0,5.0
334,2.0,1.0,81.7218168567528,0.0,1.0
334,2.0,2.0,81.7218168567528,0.0,2.0
334,2.0,3.0,81.7218168567528,0.0,3.0
334,2.0,4.0,81.7218168567528,0.0,4.0
334,2.0,5.0,81.7218168567528,0.0,5.0
334,2.5,1.0,81.7218168567528,0.0,1.0
334,2.5,2.0,81.7218168567528,0.0,2.0
334,2.5,3.0,81.7218168567528,0.0,3.0
334,2.5,4.0,81.7218168567528,0.0,4.0
334,2.5,5.0,81.7218168567528,0.0,5.0
334,3.0,1.0,81.7218168567528,0.0,1.0
334,3.0,2.0,81.7218168567528,0.0,2.0
334,3.0,3.0,81.7218168567528,0.0,3.0
334,3.0,4.0,81.7218168567528,0.0,4.0
334,3.0,5.0,81.7218168567528,0.0,5.0
336,1.0,1.0,81.7218168567528,0.07663221974942444,0.9233677847754608
336,1.0,2.0,81.7218168567528,0.0,2.0
336,1.0,3.0,81.7218168567528,0.0,3.0
336,1.0,4.0,81.7218168567528,0.0,4.0
336,1.0,5.0,81.7218168567528,0.0,5.0
336,1.5,1.0,81.7218168567528,0.0061935589823622385,0.993806440882822
336,1.5,2.0,81.7218168567528,0.0,2.0
336,1.5,3.0,81.7218168567528,0.0,3.0
336,1.5,4.0,81.7218168567528,0.0,4.0
336,1.5,5.0,81.7218168567528,0.0,5.0
336,2.0,1.0,81.7218168567528,0.0,1.0
336,2.0,2.0,81.7218168567528,0.0,2.0
336,2.0,3.0,81.7218168567528,0.0,3.0
336,2.0,4.0,81.7218168567528,0.0,4.0
336,2.0,5.0,81.7218168567528,0.0,5.0
336,2.5,1.0,81.7218168567528,0.0,1.0
336,2.5,2.0,81.7218168567528,0.0,2.0
336,2.5,3.0,81.7218168567528,0.0,3.0
336,2.5,4.0,81.7218168567528,0.0,4.0
336,2.5,5.0,81.7218168567528,0.0,5.0
336,3.0,1.0,81.7218168567528,0.0,1.0
336,3.0,2.0,81.7218168567528,0.0,2.0
336,3.0,3.0,81.7218168567528,0.0,3.0
336,3.0,4.0,81.7218168567528,0.0,4.0
336,3.0,5.0,81.7218168567528,0.0,5.0
338,1.0,1.0,81.7218168567528,0.08546615075698483,0.9145338539772759
338,1.0,2.0,81.7218168567528,0.0,2.0
338,1.0,3.0,81.7218168567528,0.0,3.0
338,1.0,4.0,81.7218168567528,0.0,4.0
338,1.0,5.0,81.7218168567528,0.0,5.0
338,1.5,1.0,81.7218168567528,0.015251157401318615,0.9847488422156515
338,1.5,2.0,81.7218168567528,0.0,2.0
338,1.5,3.0,81.7218168567528,0.0,3.0
338,1.5,4.0,81.7218168567528,0.0,4.0
338,1.5,5.0,81.7218168567528,0.0,5.0
338,2.0,1.0,81.7218168567528,0.0,1.0
338,2.0,2.0,81.7218168567528,0.0,2.0
338,2.0,3.0,81.7218168567528,0.0,3.0
338,2.0,4.0,81.7218168567528,0.0,4.0
338,2.0,5.0,81.7218168567528,0.0,5.0
338,2.5,1.0,81.7218168567528,0.0,1.0
338,2.5,2.0,81.7218168567528,0.0,2.0
338,2.5,3.0,81.7218168567528,0.0,3.0
338,2.5,4.0,81.7218168567528,0.0,4.0
338,2.5,5.0,81.7218168567528,0.0,5.0
338,3.0,1.0,81.7218168567528,0.0,1.0
338,3.0,2.0,81.7218168567528,0.0,2.0
338,3.0,3.0,81.7218168567528,0.0,3.0
338,3.0,4.0,81.7218168567528,0.0,4.0
338,3.0,5.0,81.7218168567528,0.0,5.0
340,1.0,1.0,81.7218168567528,0.09434683693749517,0.9056531679451105
340,1.0,2.0,81.7218168567528,0.0,2.0
340,1.0,3.0,81.7218168567528,0.0,3.0
340,1.0,4.0,81.7218168567528,0.0,4.0
340,1.0,5.0,81.7218168567528,0.0,5.0
340,1.5,1.0,81.7218168567528,0.02432182110517291,0.9756781782049145
340,1.5,2.0,81.7218168567528,0.0,2.0
340,1.5,3.0,81.7218168567528,0.0,3.0
340,1.5,4.0,81.7218168567528,0.0,4.0
340,1.5,5.0,81.7218168567528,0.0,5.0
340,2.0,1.0,81.7218168567528,0.0,1.0
340,2.0,2.0,81.7218168567528,0.0,2.0
340,2.0,3.0,81.7218168567528,0.0,3.0
340,2.0,4.0,81.7218168567528,0.0,4.0
340,2.0,5.0,81.7218168567528,0.0,5.0
340,2.5,1.0,81.7218168567528,0.0,1.0
340,2.5,2.0,81.7218168567528,0.0,2.0
340,2.5,3.0,81.7218168567528,0.0,3.0
340,2.5,4.0,81.7218168567528,0.0,4.0
340,2.5,5.0,81.7218168567528,0.0,5.0
340,3.0,1.0,81.7218168567528,0.0,1.0
340,3.0,2.0,81.7218168567528,0.0,2.0
340,3.0,3.0,81.7218168567528,0.0,3.0
340,3.0,4.0,81.7218168567528,0.0,4.0
340,3.0,5.0,81.7218168567528,0.0,5.0
342,1.0,1.0,81.7218168567528,0.10327479122088302,0.8967252137503902
342,1.0,2.0,81.7218168567528,0.0,2.0
342,1.0,3.0,81.7218168567528,0.0,3.0
342,1.0,4.0,81.7218168567528,0.0,4.0
342,1.0,5.0,81.7218168567528,0.0,5.0
342,1.5,1.0,81.7218168567528,0.033441288854670854,0.966558710090989
342,1.5,2.0,81.7218168567528,0.0,2.0
342,1.5,3.0,81.7218168567528,0.0,3.0
342,1.5,4.0,81.7218168567528,0.0,4.0
342,1.5,5.0,81.7218168567528,0.0,5.0
342,2.0,1.0,81.7218168567528,0.0,1.0
342,2.0,2.0,81.7218168567528,0.0,2.0
342,2.0,3.0,81.7218168567528,0.0,3.0
342,2.0,4.0,81.7218168567528,0.0,4.0
342,2.0,5.0,81.7218168567528,0.0,5.0
342,2.5,1.0,81.7218168567528,0.0,1.0
342,2.5,2.0,81.7218168567528,0.0,2.0
342,2.5,3.0,81.7218168567528,0.0,3.0
342,2.5,4.0,81.7218168567528,0.0,4.0
342,2.5,5.0,81.7218168567528,0.0,5.0
342,3.0,1.0,81.7218168567528,0.0,1.0
342,3.0,2.0,81.7218168567528,0.0,2.0
342,3.0,3.0,81.7218168567528,0.0,3.0
342,3.0,4.0,81.7218168567528,0.0,4.0
342,3.0,5.0,81.7218168567528,0.0,5.0
344,1.0,1.0,81.7218168567528,0.1122505630789108,0.887749441923242
344,1.0,2.0,81.7218168567528,0.014490586916807267,1.9855094116665244
344,1.0,3.0,81.7218168567528,0.0,3.0
344,1.0,4.0,81.7218168567528,0.0,4.0
344,1.0,5.0,81.7218168567528,0.0,5.0
344,1.5,1.0,81.7218168567528,0.04260944958702096,0.9573905489388933
344,1.5,2.0,81.7218168567528,0.0,2.0
344,1.5,3.0,81.7218168567528,0.0,3.0
344,1.5,4.0,81.7218168567528,0.0,4.0
344,1.5,5.0,81.7218168567528,0.0,5.0
344,2.0,1.0,81.7218168567528,0.0,1.0
344,2.0,2.0,81.7218168567528,0.0,2.0
344,2.0,3.0,81.7218168567528,0.0,3.0
344,2.0,4.0,81.7218168567528,0.0,4.0
344,2.0,5.0,81.7218168567528,0.0,5.0
344,2.5,1.0,81.7218168567528,0.0,1.0
344,2.5,2.0,81.7218168567528,0.0,2.0
344,2.5,3.0,81.7218168567528,0.0,3.0
344,2.5,4.0,81.7218168567528,0.0,4.0
344,2.5,5.0,81.7218168567528,0.0,5.0
344,3.0,1.0,81.7218168567528,0.0,1.0
344,3.0,2.0,81.7218168567528,0.0,2.0
344,3.0,3.0,81.7218168567528,0.0,3.0
344,3.0,4.0,81.7218168567528,0.0,4.0
344,3.0,5.0,81.7218168567528,0.0,5.0
346,1.0,1.0,81.7218168567528,0.12127414453500163,0.8787258604426704
346,1.0,2.0,81.7218168567528,0.032570389401728156,1.967429607799637
346,1.0,3.0,81.7218168567528,0.0,3.0
346,1.0,4.0,81.7218168567528,0.0,4.0
346,1.0,5.0,81.7218168567528,0.0,5.0
346,1.5,1.0,81.7218168567528,0.05182581676475374,0.9481741812885733
346,1.5,2.0,81.7218168567528,0.0,2.0
346,1.5,3.0,81.7218168567528,0.0,3.0
346,1.5,4.0,81.7218168567528,0.0,4.0
346,1.5,5.0,81.7218168567528,0.0,5.0
346,2.0,1.0,81.7218168567528,0.0,1.0
346,2.0,2.0,81.7218168567528,0.0,2.0
346,2.0,3.0,81.7218168567528,0.0,3.0
346,2.0,4.0,81.7218168567528,0.0,4.0
346,2.0,5.0,81.7218168567528,0.0,5.0
346,2.5,1.0,81.7218168567528,0.0,1.0
346,2.5,2.0,81.7218168567528,0.0,2.0
346,2.5,3.0,81.7218168567528,0.0,3.0
346,2.5,4.0,81.7218168567528,0.0,4.0
346,2.5,5.0,81.7218168567528,0.0,5.0
346,3.0,1.0,81.7218168567528,0.0,1.0
346,3.0,2.0,81.7218168567528,0.0,2.0
346,3.0,3.0,81.7218168567528,0.0,3.0
346,3.0,4.0,81.7218168567528,0.0,4.0
346,3.0,5.0,81.7218168567528,0.0,5.0
348,1.0,1.0,81.7218168567528,0.1303453700763389,0.8696546348244667
348,1.0,2.0,81.7218168567528,0.05068030224321861,1.9493196939486723
348,1.0,3.0,81.7218168567528,0.0,3.0
348,1.0,4.0,81.7218168567528,0.0,4.0
348,1.0,5.0,81.7218168567528,0.0,5.0
348,1.5,1.0,81.7218168567528,0.0610905428922336,0.938909454638334
348,1.5,2.0,81.7218168567528,0.0,2.0
348,1.5,3.0,81.7218168567528,0.0,3.0
348,1.5,4.0,81.7218168567528,0.0,4.0
348,1.5,5.0,81.7218168567528,0.0,5.0
348,2.0,1.0,81.7218168567528,0.004133572687013084,0.995866426211684
348,2.0,2.0,81.7218168567528,0.0,2.0
348,2.0,3.0,81.7218168567528,0.0,3.0
348,2.0,4.0,81.7218168567528,0.0,4.0
348,2.0,5.0,81.7218168567528,0.0,5.0
348,2.5,1.0,81.7218168567528,0.0,1.0
348,2.5,2.0,81.7218168567528,0.0,2.0
348,2.5,3.0,81.7218168567528,0.0,3.0
348,2.5,4.0,81.7218168567528,0.0,4.0
348,2.5,5.0,81.7218168567528,0.0,5.0
348,3.0,1.0,81.7218168567528,0.0,1.0
348,3.0,2.0,81.7218168567528,0.0,2.0
348,3.0,3.0,81.7218168567528,0.0,3.0
348,3.0,4.0,81.7218168567528,0.0,4.0
348,3.0,5.0,81.7218168567528,0.0,5.0
350,1.0,1.0,81.7218168567528,0.13946460649293452,0.8605353982821231
350,1.0,2.0,81.7218168567528,0.06887553456741909,1.9311244724966918
350,1.0,3.0,81.7218168567528,0.0,3.0
350,1.0,4.0,81.7218168567528,0.0,4.0
350,1.0,5.0,81.7218168567528,0.0,5.0
350,1.5,1.0,81.7218168567528,0.07040490804864427,0.9295950889118054
350,1.5,2.0,81.7218168567528,0.0,2.0
350,1.5,3.0,81.7218168567528,0.0,3.0
350,1.5,4.0,81.7218168567528,0.0,4.0
350,1.5,5.0,81.7218168567528,0.0,5.0
350,2.0,1.0,81.7218168567528,0.013683855477187673,0.9863161408813311
350,2.0,2.0,81.7218168567528,0.0,2.0
350,2.0,3.0,81.7218168567528,0.0,3.0
350,2.0,4.0,81.7218168567528,0.0,4.0
350,2.0,5.0,81.7218168567528,0.0,5.0
350,2.5,1.0,81.7218168567528,0.0,1.0
350,2.5,2.0,81.7218168567528,0.0,2.0
350,2.5,3.0,81.7218168567528,0.0,3.0
350,2.5,4.0,81.7218168567528,0.0,4.0
350,2.5,5.0,81.7218168567528,0.0,5.0
350,3.0,1.0,81.7218168567528,0.0,1.0
350,3.0,2.0,81.7218168567528,0.0,2.0
350,3.0,3.0,81.7218168567528,0.0,3.0
350,3.0,4.0,81.7218168567528,0.0,4.0
350,3.0,5.0,81.7218168567528,0.0,5.0
352,1.0,1.0,81.7218168567528,0.1486324351385116,0.8513675694659312
352,1.0,2.0,81.7218168567528,0.08717721532412152,1.912822791016923
352,1.0,3.0,81.7218168567528,0.02581455359121169,2.974185443932826
352,1.0,4.0,81.7218168567528,0.0,4.0
352,1.0,5.0,81.7218168567528,0.0,5.0
352,1.5,1.0,81.7218168567528,0.07976774396502825,0.9202322523811107
352,1.5,2.0,81.7218168567528,0.0,2.0
352,1.5,3.0,81.7218168567528,0.0,3.0
352,1.5,4.0,81.7218168567528,0.0,4.0
352,1.5,5.0,81.7218168567528,0.0,5.0
352,2.0,1.0,81.7218168567528,0.023213580766417465,0.9767864130633674
352,2.0,2.0,81.7218168567528,0.0,2.0
352,2.0,3.0,81.7218168567528,0.0,3.0
352,2.0,4.0,81.7218168567528,0.0,4.0
352,2.0,5.0,81.7218168567528,0.0,5.0
352,2.5,1.0,81.7218168567528,0.0,1.0
352,2.5,2.0,81.7218168567528,0.0,2.0
352,2.5,3.0,81.7218168567528,0.0,3.0
352,2.5,4.0,81.7218168567528,0.0,4.0
352,2.5,5.0,81.7218168567528,0.0,5.0
352,3.0,1.0,81.7218168567528,0.0,1.0
352,3.0,2.0,81.7218168567528,0.0,2.0
352,3.0,3.0,81.7218168567528,0.0,3.0
352,3.0,4.0,81.7218168567528,0.0,4.0
352,3.0,5.0,81.7218168567528,0.0,5.0
354,1.0,1.0,81.7218168567528,0.15784862290666962,0.8421513814868263
354,1.0,2.0,81.7218168567528,0.10557326780564125,1.8944267394734209
354,1.0,3.0,81.7218168567528,0.05343951155201526,2.946560483957354
354,1.0,4.0,81.7218168567528,0.0003734383435772665,3.9996265616161173
354,1.0,5.0,81.7218168567528,0.0,5.0
354,1.5,1.0,81.7218168567528,0.08918036323247394,0.9108196324583769
354,1.5,2.0,81.7218168567528,0.0,2.0
354,1.5,3.0,81.7218168567528,0.0,3.0
354,1.5,4.0,81.7218168567528,0.0,4.0
354,1.5,5.0,81.7218168567528,0.0,5.0
354,2.0,1.0,81.7218168567528,0.032793841312436574,0.9672061499819489
354,2.0,2.0,81.7218168567528,0.0,2.0
354,2.0,3.0,81.7218168567528,0.0,3.0
354,2.0,4.0,81.7218168567528,0.0,4.0
354,2.0,5.0,81.7218168567528,0.0,5.0
354,2.5,1.0,81.7218168567528,0.0,1.0
354,2.5,2.0,81.7218168567528,0.0,2.0
354,2.5,3.0,81.7218168567528,0.0,3.0
354,2.5,4.0,81.7218168567528,0.0,4.0
354,2.5,5.0,81.7218168567528,0.0,5.0
354,3.0,1.0,81.7218168567528,0.0,1.0
354,3.0,2.0,81.7218168567528,0.0,2.0
354,3.0,3.0,81.7218168567528,0.0,3.0
354,3.0,4.0,81.7218168567528,0.0,4.0
354,3.0,5.0,81.7218168567528,0.0,5.0
356,1.0,1.0,81.7218168567528,0.16711350135779024,0.8328865027894449
356,1.0,2.0,81.7218168567528,0.12406515946160245,1.87593484861668
356,1.0,3.0,81.7218168567528,0.08116225057757402,2.9188377434802013
356,1.0,4.0,81.7218168567528,0.03824651633438605,3.9617534800465055
356,1.0,5.0,81.7218168567528,0.0,5.0
356,1.5,1.0,81.7218168567528,0.09864262233339768,0.9013573726646925
356,1.5,2.0,81.7218168567528,0.0,2.0
356,1.5,3.0,81.7218168567528,0.0,3.0
356,1.5,4.0,81.7218168567528,0.0,4.0
356,1.5,5.0,81.7218168567528,0.0,5.0
356,2.0,1.0,81.7218168567528,0.04242395315042793,0.9575760356037375
356,2.0,2.0,81.7218168567528,0.0,2.0
356,2.0,3.0,81.7218168567528,0.0,3.0
356,2.0,4.0,81.7218168567528,0.0,4.0
356,2.0,5.0,81.7218168567528,0.0,5.0
356,2.5,1.0,81.7218168567528,0.0,1.0
356,2.5,2.0,81.7218168567528,0.0,2.0
356,2.5,3.0,81.7218168567528,0.0,3.0
356,2.5,4.0,81.7218168567528,0.0,4.0
356,2.5,5.0,81.7218168567528,0.0,5.0
356,3.0,1.0,81.7218168567528,0.0,1.0
356,3.0,2.0,81.7218168567528,0.0,2.0
356,3.0,3.0,81.7218168567528,0.0,3.0
356,3.0,4.0,81.7218168567528,0.0,4.0
356,3.0,5.0,81.7218168567528,0.0,5.0
358,1.0,1.0,81.7218168567528,0.1764272826145511,0.8235727212566054
358,1.0,2.0,81.7218168567528,0.1426541569362305,1.8573458518012673
358,1.0,3.0,81.7218168567528,0.10901525802072799,2.8909847550112464
358,1.0,4.0,81.7218168567528,0.07542577314990448,3.924574220608126
358,1.0,5.0,81.7218168567528,0.04174706572108564,4.958252930260369
358,1.5,1.0,81.7218168567528,0.10815433150685963,0.8918456627647023
358,1.5,2.0,81.7218168567528,0.0013578270336565964,1.9986421729396195
358,1.5,3.0,81.7218168567528,0.0,3.0
358,1.5,4.0,81.7218168567528,0.0,4.0
358,1.5,5.0,81.7218168567528,0.0,5.0
358,2.0,1.0,81.7218168567528,0.05210445752956272,0.9478955286819265
358,2.0,2.0,81.7218168567528,0.0,2.0
358,2.0,3.0,81.7218168567528,0.0,3.0
358,2.0,4.0,81.7218168567528,0.0,4.0
358,2.0,5.0,81.7218168567528,0.0,5.0
358,2.5,1.0,81.7218168567528,0.0033384963222409412,0.9966615011067113
358,2.5,2.0,81.7218168567528,0.0,2.0
358,2.5,3.0,81.7218168567528,0.0,3.0
358,2.5,4.0,81.7218168567528,0.0,4.0
358,2.5,5.0,81.7218168567528,0.0,5.0
358,3.0,1.0,81.7218168567528,0.0,1.0
358,3.0,2.0,81.7218168567528,0.0,2.0
358,3.0,3.0,81.7218168567528,0.0,3.0
358,3.0,4.0,81.7218168567528,0.0,4.0
358,3.0,5.0,81.7218168567528,0.0,5.0
360,1.0,1.0,81.7218168567528,0.18579018197457525,0.8142098215966431
360,1.0,2.0,81.7218168567528,0.16134093750115538,1.8386590717555897
360,1.0,3.0,81.7218168567528,0.13703045984877957,2.8629695500009937
360,1.0,4.0,81.7218168567528,0.11276758579052552,3.887232406095215
360,1.0,5.0,81.7218168567528,0.08850204047369155,4.911497952077025
360,1.5,1.0,81.7218168567528,0.1177158822240054,0.8822841112911084
360,1.5,2.0,81.7218168567528,0.0206788169020603,1.9793211826158823
360,1.5,3.0,81.7218168567528,0.0,3.0
360,1.5,4.0,81.7218168567528,0.0,4.0
360,1.5,5.0,81.7218168567528,0.0,5.0
360,2.0,1.0,81.7218168567528,0.06183576657051629,0.9381642170990874
360,2.0,2.0,81.7218168567528,0.0,2.0
360,2.0,3.0,81.7218168567528,0.0,3.0
360,2.0,4.0,81.7218168567528,0.0,4.0
360,2.0,5.0,81.7218168567528,0.0,5.0
360,2.5,1.0,81.7218168567528,0.013175557620890122,0.9868244323241696
360,2.5,2.0,81.7218168567528,0.0,2.0
360,2.5,3.0,81.7218168567528,0.0,3.0
360,2.5,4.0,81.7218168567528,0.0,4.0
360,2.5,5.0,81.7218168567528,0.0,5.0
360,3.0,1.0,81.7218168567528,0.0,1.0
360,3.0,2.0,81.7218168567528,0.0,2.0
360,3.0,3.0,81.7218168567528,0.0,3.0
360,3.0,4.0,81.7218168567528,0.0,4.0
360,3.0,5.0,81.7218168567528,0.0,5.0
362,1.0,1.0,81.7218168567528,0.19520242173726038,0.8047975815165691
362,1.0,2.0,81.7218168567528,0.18012544945316572,1.8198745601842075
362,1.0,3.0,81.7218168567528,0.16519067961496414,2.834809331618885
362,1.0,4.0,81.7218168567528,0.1502873032682127,3.849712708032582
362,1.0,5.0,81.7218168567528,0.13541454852713053,4.864585441562954
362,1.5,1.0,81.7218168567528,0.12732788958890834,0.8726721031438397
362,1.5,2.0,81.7218168567528,0.039871528597413296,1.9601284703337565
362,1.5,3.0,81.7218168567528,0.0,3.0
362,1.5,4.0,81.7218168567528,0.0,4.0
362,1.5,5.0,81.7218168567528,0.0,5.0
362,2.0,1.0,81.7218168567528,0.07161746765116019,0.9283825134816583
362,2.0,2.0,81.7218168567528,0.0,2.0
362,2.0,3.0,81.7218168567528,0.0,3.0
362,2.0,4.0,81.7218168567528,0.0,4.0
362,2.0,5.0,81.7218168567528,0.0,5.0
362,2.5,1.0,81.7218168567528,0.023111453823172916,0.9768885287010344
362,2.5,2.0,81.7218168567528,0.0,2.0
362,2.5,3.0,81.7218168567528,0.0,3.0
362,2.5,4.0,81.7218168567528,0.0,4.0
362,2.5,5.0,81.7218168567528,0.0,5.0
362,3.0,1.0,81.7218168567528,0.0,1.0
362,3.0,2.0,81.7218168567528,0.0,2.0
362,3.0,3.0,81.7218168567528,0.0,3.0
362,3.0,4.0,81.7218168567528,0.0,4.0
362,3.0,5.0,81.7218168567528,0.0,5.0
364,1.0,1.0,81.7218168567528,0.20466422945774487,0.795335773468093
364,1.0,2.0,81.7218168567528,0.19900703518367382,1.8009929746984152
364,1.0,3.0,81.7218168567528,0.19349661058919743,2.806503401811643
364,1.0,4.0,81.7218168567528,0.18801580244921606,3.8119842109627675
364,1.0,5.0,81.7218168567528,0.1825482966603852,4.817451717145047
364,1.5,1.0,81.7218168567528,0.13699046150639024,0.8630095304222809
364,1.5,2.0,81.7218168567528,0.059157821993933116,1.9408421762193728
364,1.5,3.0,81.7218168567528,0.0,3.0
364,1.5,4.0,81.7218168567528,0.0,4.0
364,1.5,5.0,81.7218168567528,0.0,5.0
364,2.0,1.0,81.7218168567528,0.08145119345689945,0.9185487851488591
364,2.0,2.0,81.7218168567528,0.0,2.0
364,2.0,3.0,81.7218168567528,0.0,3.0
364,2.0,4.0,81.7218168567528,0.0,4.0
364,2.0,5.0,81.7218168567528,0.0,5.0
364,2.5,1.0,81.7218168567528,0.03309861215488905,0.9669013630502888
364,2.5,2.0,81.7218168567528,0.0,2.0
364,2.5,3.0,81.7218168567528,0.0,3.0
364,2.5,4.0,81.7218168567528,0.0,4.0
364,2.5,5.0,81.7218168567528,0.0,5.0
364,3.0,1.0,81.7218168567528,0.0,1.0
364,3.0,2.0,81.7218168567528,0.0,2.0
364,3.0,3.0,81.7218168567528,0.0,3.0
364,3.0,4.0,81.7218168567528,0.0,4.0
364,3.0,5.0,81.7218168567528,0.0,5.0
366,1.0,1.0,81.7218168567528,0.3399922613021417,0.6600077383329402
366,1.0,2.0,81.7218168567528,0.46897893412848024,1.5310210697061146
366,1.0,3.0,81.7218168567528,0.5981561639121564,2.4018438454163475
366,1.0,4.0,81.7218168567528,0.7273766920618233,3.2726233227379455
366,1.0,5.0,81.7218168567528,0.8566138301246803,4.1433861900034765
366,1.5,1.0,81.7218168567528,0.14670325884401272,0.8532967322632702
366,1.5,2.0,81.7218168567528,0.07854352303449849,1.9214564743349318
366,1.5,3.0,81.7218168567528,0.010184585578297597,2.9898154142107503
366,1.5,4.0,81.7218168567528,0.0,4.0
366,1.5,5.0,81.7218168567528,0.0,5.0
366,2.0,1.0,81.7218168567528,0.09133540683199773,0.9086645692627057
366,2.0,2.0,81.7218168567528,0.0,2.0
366,2.0,3.0,81.7218168567528,0.0,3.0
366,2.0,4.0,81.7218168567528,0.0,4.0
366,2.0,5.0,81.7218168567528,0.0,5.0
366,2.5,1.0,81.7218168567528,0.043137862559622465,0.9568621054316578
366,2.5,2.0,81.7218168567528,0.0,2.0
366,2.5,3.0,81.7218168567528,0.0,3.0
366,2.5,4.0,81.7218168567528,0.0,4.0
366,2.5,5.0,81.7218168567528,0.0,5.0
366,3.0,1.0,81.7218168567528,0.0,1.0
366,3.0,2.0,81.7218168567528,0.0,2.0
366,3.0,3.0,81.7218168567528,0.0,3.0
366,3.0,4.0,81.7218168567528,0.0,4.0
366,3.0,5.0,81.7218168567528,0.0,5.0
368,1.0,1.0,81.7218168567528,0.6322132630809373,0.3677867413972346
368,1.0,2.0,81.7218168567528,1.051434458047919,0.9485655523952852
368,1.0,3.0,81.7218168567528,1.4709229862467508,1.5290770096978015
368,1.0,4.0,81.7218168567528,1.8904758976341096,2.1095240952752725
368,1.0,5.0,81.7218168567528,2.310054098882704,2.689945891476492
368,1.5,1.0,81.7218168567528,0.15646726685158488,0.8435327234214226
368,1.5,2.0,81.7218168567528,0.09803086602848053,1.9019691303767419
368,1.5,3.0,81.7218168567528,0.03973503652073789,2.9602649625104474
368,1.5,4.0,81.7218168567528,0.0,4.0
368,1.5,5.0,81.7218168567528,0.0,5.0
368,2.0,1.0,81.7218168567528,0.10127186856509131,0.8987281050408247
368,2.0,2.0,81.7218168567528,0.0,2.0
368,2.0,3.0,81.7218168567528,0.0,3.0
368,2.0,4.0,81.7218168567528,0.0,4.0
368,2.0,5.0,81.7218168567528,0.0,5.0
368,2.5,1.0,81.7218168567528,0.05322907375740864,0.946770887130782
368,2.5,2.0,81.7218168567528,0.0,2.0
368,2.5,3.0,81.7218168567528,0.0,3.0
368,2.5,4.0,81.7218168567528,0.0,4.0
368,2.5,5.0,81.7218168567528,0.0,5.0
368,3.0,1.0,81.7218168567528,0.009964716540506523,0.9900352695352849
368,3.0,2.0,81.7218168567528,0.0,2.0
368,3.0,3.0,81.7218168567528,0.0,3.0
368,3.0,4.0,81.7218168567528,0.0,4.0
368,3.0,5.0,81.7218168567528,0.0,5.0
370,1.0,1.0,81.7218168567528,0.9294703165170861,0.0705296893836748
370,1.0,2.0,81.7218168567528,1.6436036933171367,0.3563963260981804
370,1.0,3.0,81.7218168567528,2.3580205643980086,0.6419794635899762
370,1.0,4.0,81.7218168567528,3.0725088382396244,0.9274911969472456
370,1.0,5.0,81.7218168567528,3.787025677676725,1.2129743645995628
370,1.5,1.0,81.7218168567528,0.16628222197639292,0.8337177674541002
370,1.5,2.0,81.7218168567528,0.11761924333773692,1.882380751989285
370,1.5,3.0,81.7218168567528,0.06910022340141003,2.9308997746699665
370,1.5,4.0,81.7218168567528,0.020385908550192226,3.979614091014468
370,1.5,5.0,81.7218168567528,0.0,5.0
370,2.0,1.0,81.7218168567528,0.11126029407933646,0.8887396770676551
370,2.0,2.0,81.7218168567528,0.0034215071123090265,1.9965784919758216
370,2.0,3.0,81.7218168567528,0.0,3.0
370,2.0,4.0,81.7218168567528,0.0,4.0
370,2.0,5.0,81.7218168567528,0.0,5.0
370,2.5,1.0,81.7218168567528,0.06337315924227813,0.9366267946602387
370,2.5,2.0,81.7218168567528,0.0,2.0
370,2.5,3.0,81.7218168567528,0.0,3.0
370,2.5,4.0,81.7218168567528,0.0,4.0
370,2.5,5.0,81.7218168567528,0.0,5.0
370,3.0,1.0,81.7218168567528,0.02025208554399859,0.9797478864742056
370,3.0,2.0,81.7218168567528,0.0,2.0
370,3.0,3.0,81.7218168567528,0.0,3.0
